tier,task,variant,seed,run_id,config
alanine_transport,alphaL_to_alphaR,learned_isotropic,R003,alanine_transport__alphaL_to_alphaR__learned_isotropic__R003__default,configs/experiments/alanine_transport/alphaL_to_alphaR/learned_isotropic.yaml
alanine_transport,alphaL_to_alphaR,learned_isotropic,R004,alanine_transport__alphaL_to_alphaR__learned_isotropic__R004__default,configs/experiments/alanine_transport/alphaL_to_alphaR/learned_isotropic.yaml
alanine_transport,alphaL_to_alphaR,learned_isotropic,R005,alanine_transport__alphaL_to_alphaR__learned_isotropic__R005__default,configs/experiments/alanine_transport/alphaL_to_alphaR/learned_isotropic.yaml
alanine_transport,alphaL_to_alphaR,pnedb,R001,alanine_transport__alphaL_to_alphaR__pnedb__R001__default,configs/experiments/alanine_transport/alphaL_to_alphaR/pnedb.yaml
alanine_transport,alphaL_to_alphaR,pnedb,R002,alanine_transport__alphaL_to_alphaR__pnedb__R002__default,configs/experiments/alanine_transport/alphaL_to_alphaR/pnedb.yaml
alanine_transport,alphaL_to_alphaR,pnedb,R003,alanine_transport__alphaL_to_alphaR__pnedb__R003__default,configs/experiments/alanine_transport/alphaL_to_alphaR/pnedb.yaml
alanine_transport,alphaL_to_alphaR,pnedb,R004,alanine_transport__alphaL_to_alphaR__pnedb__R004__default,configs/experiments/alanine_transport/alphaL_to_alphaR/pnedb.yaml
alanine_transport,alphaL_to_alphaR,pnedb,R005,alanine_transport__alphaL_to_alphaR__pnedb__R005__default,configs/experiments/alanine_transport/alphaL_to_alphaR/pnedb.yaml
alanine_transport,alphaL_to_alphaR,short_remd_mbar,R001,alanine_transport__alphaL_to_alphaR__short_remd_mbar__R001__default,configs/experiments/alanine_transport/alphaL_to_alphaR/short_remd_mbar.yaml
alanine_transport,alphaL_to_alphaR,short_remd_mbar,R002,alanine_transport__alphaL_to_alphaR__short_remd_mbar__R002__default,configs/experiments/alanine_transport/alphaL_to_alphaR/short_remd_mbar.yaml
alanine_transport,alphaL_to_alphaR,short_remd_mbar,R003,alanine_transport__alphaL_to_alphaR__short_remd_mbar__R003__default,configs/experiments/alanine_transport/alphaL_to_alphaR/short_remd_mbar.yaml
alanine_transport,alphaL_to_alphaR,short_remd_mbar,R004,alanine_transport__alphaL_to_alphaR__short_remd_mbar__R004__default,configs/experiments/alanine_transport/alphaL_to_alphaR/short_remd_mbar.yaml
alanine_transport,alphaL_to_alphaR,short_remd_mbar,R005,alanine_transport__alphaL_to_alphaR__short_remd_mbar__R005__default,configs/experiments/alanine_transport/alphaL_to_alphaR/short_remd_mbar.yaml
alanine_transport,alphaL_to_alphaR,short_mbar,R001,alanine_transport__alphaL_to_alphaR__short_mbar__R001__default,configs/experiments/alanine_transport/alphaL_to_alphaR/short_mbar.yaml
alanine_transport,alphaL_to_alphaR,short_mbar,R002,alanine_transport__alphaL_to_alphaR__short_mbar__R002__default,configs/experiments/alanine_transport/alphaL_to_alphaR/short_mbar.yaml
alanine_transport,alphaL_to_alphaR,short_mbar,R003,alanine_transport__alphaL_to_alphaR__short_mbar__R003__default,configs/experiments/alanine_transport/alphaL_to_alphaR/short_mbar.yaml
alanine_transport,alphaL_to_alphaR,short_mbar,R004,alanine_transport__alphaL_to_alphaR__short_mbar__R004__default,configs/experiments/alanine_transport/alphaL_to_alphaR/short_mbar.yaml
alanine_transport,alphaL_to_alphaR,short_mbar,R005,alanine_transport__alphaL_to_alphaR__short_mbar__R005__default,configs/experiments/alanine_transport/alphaL_to_alphaR/short_mbar.yaml
alanine_transport,alphaL_to_alphaR,metadynamics_if_used,R001,alanine_transport__alphaL_to_alphaR__metadynamics_if_used__R001__default,configs/experiments/alanine_transport/alphaL_to_alphaR/metadynamics_if_used.yaml
alanine_transport,alphaL_to_alphaR,metadynamics_if_used,R002,alanine_transport__alphaL_to_alphaR__metadynamics_if_used__R002__default,configs/experiments/alanine_transport/alphaL_to_alphaR/metadynamics_if_used.yaml
alanine_transport,alphaL_to_alphaR,metadynamics_if_used,R003,alanine_transport__alphaL_to_alphaR__metadynamics_if_used__R003__default,configs/experiments/alanine_transport/alphaL_to_alphaR/metadynamics_if_used.yaml
alanine_transport,alphaL_to_alphaR,metadynamics_if_used,R004,alanine_transport__alphaL_to_alphaR__metadynamics_if_used__R004__default,configs/experiments/alanine_transport/alphaL_to_alphaR/metadynamics_if_used.yaml
alanine_transport,alphaL_to_alphaR,metadynamics_if_used,R005,alanine_transport__alphaL_to_alphaR__metadynamics_if_used__R005__default,configs/experiments/alanine_transport/alphaL_to_alphaR/metadynamics_if_used.yaml
alanine_transport,PII_to_beta,deterministic,R001,alanine_transport__PII_to_beta__deterministic__R001__default,configs/experiments/alanine_transport/PII_to_beta/deterministic.yaml
alanine_transport,PII_to_beta,deterministic,R002,alanine_transport__PII_to_beta__deterministic__R002__default,configs/experiments/alanine_transport/PII_to_beta/deterministic.yaml
alanine_transport,PII_to_beta,deterministic,R003,alanine_transport__PII_to_beta__deterministic__R003__default,configs/experiments/alanine_transport/PII_to_beta/deterministic.yaml
alanine_transport,PII_to_beta,deterministic,R004,alanine_transport__PII_to_beta__deterministic__R004__default,configs/experiments/alanine_transport/PII_to_beta/deterministic.yaml
alanine_transport,PII_to_beta,deterministic,R005,alanine_transport__PII_to_beta__deterministic__R005__default,configs/experiments/alanine_transport/PII_to_beta/deterministic.yaml
alanine_transport,PII_to_beta,fixed_noise,R001,alanine_transport__PII_to_beta__fixed_noise__R001__default,configs/experiments/alanine_transport/PII_to_beta/fixed_noise.yaml
alanine_transport,PII_to_beta,fixed_noise,R002,alanine_transport__PII_to_beta__fixed_noise__R002__default,configs/experiments/alanine_transport/PII_to_beta/fixed_noise.yaml
alanine_transport,PII_to_beta,fixed_noise,R003,alanine_transport__PII_to_beta__fixed_noise__R003__default,configs/experiments/alanine_transport/PII_to_beta/fixed_noise.yaml
alanine_transport,PII_to_beta,fixed_noise,R004,alanine_transport__PII_to_beta__fixed_noise__R004__default,configs/experiments/alanine_transport/PII_to_beta/fixed_noise.yaml
alanine_transport,PII_to_beta,fixed_noise,R005,alanine_transport__PII_to_beta__fixed_noise__R005__default,configs/experiments/alanine_transport/PII_to_beta/fixed_noise.yaml
alanine_transport,PII_to_beta,learned_isotropic,R001,alanine_transport__PII_to_beta__learned_isotropic__R001__default,configs/experiments/alanine_transport/PII_to_beta/learned_isotropic.yaml
alanine_transport,PII_to_beta,learned_isotropic,R002,alanine_transport__PII_to_beta__learned_isotropic__R002__default,configs/experiments/alanine_transport/PII_to_beta/learned_isotropic.yaml
alanine_transport,PII_to_beta,learned_isotropic,R003,alanine_transport__PII_to_beta__learned_isotropic__R003__default,configs/experiments/alanine_transport/PII_to_beta/learned_isotropic.yaml
alanine_transport,PII_to_beta,learned_isotropic,R004,alanine_transport__PII_to_beta__learned_isotropic__R004__default,configs/experiments/alanine_transport/PII_to_beta/learned_isotropic.yaml
alanine_transport,PII_to_beta,learned_isotropic,R005,alanine_transport__PII_to_beta__learned_isotropic__R005__default,configs/experiments/alanine_transport/PII_to_beta/learned_isotropic.yaml
alanine_transport,PII_to_beta,pnedb,R001,alanine_transport__PII_to_beta__pnedb__R001__default,configs/experiments/alanine_transport/PII_to_beta/pnedb.yaml
alanine_transport,PII_to_beta,pnedb,R002,alanine_transport__PII_to_beta__pnedb__R002__default,configs/experiments/alanine_transport/PII_to_beta/pnedb.yaml
alanine_transport,PII_to_beta,pnedb,R003,alanine_transport__PII_to_beta__pnedb__R003__default,configs/experiments/alanine_transport/PII_to_beta/pnedb.yaml
alanine_transport,PII_to_beta,pnedb,R004,alanine_transport__PII_to_beta__pnedb__R004__default,configs/experiments/alanine_transport/PII_to_beta/pnedb.yaml
alanine_transport,PII_to_beta,pnedb,R005,alanine_transport__PII_to_beta__pnedb__R005__default,configs/experiments/alanine_transport/PII_to_beta/pnedb.yaml
alanine_transport,PII_to_beta,short_remd_mbar,R001,alanine_transport__PII_to_beta__short_remd_mbar__R001__default,configs/experiments/alanine_transport/PII_to_beta/short_remd_mbar.yaml
alanine_transport,PII_to_beta,short_remd_mbar,R002,alanine_transport__PII_to_beta__short_remd_mbar__R002__default,configs/experiments/alanine_transport/PII_to_beta/short_remd_mbar.yaml
alanine_transport,PII_to_beta,short_remd_mbar,R003,alanine_transport__PII_to_beta__short_remd_mbar__R003__default,configs/experiments/alanine_transport/PII_to_beta/short_remd_mbar.yaml
alanine_transport,PII_to_beta,short_remd_mbar,R004,alanine_transport__PII_to_beta__short_remd_mbar__R004__default,configs/experiments/alanine_transport/PII_to_beta/short_remd_mbar.yaml
alanine_transport,PII_to_beta,short_remd_mbar,R005,alanine_transport__PII_to_beta__short_remd_mbar__R005__default,configs/experiments/alanine_transport/PII_to_beta/short_remd_mbar.yaml
alanine_transport,PII_to_beta,short_mbar,R001,alanine_transport__PII_to_beta__short_mbar__R001__default,configs/experiments/alanine_transport/PII_to_beta/short_mbar.yaml
alanine_transport,PII_to_beta,short_mbar,R002,alanine_transport__PII_to_beta__short_mbar__R002__default,configs/experiments/alanine_transport/PII_to_beta/short_mbar.yaml
alanine_transport,PII_to_beta,short_mbar,R003,alanine_transport__PII_to_beta__short_mbar__R003__default,configs/experiments/alanine_transport/PII_to_beta/short_mbar.yaml
alanine_transport,PII_to_beta,short_mbar,R004,alanine_transport__PII_to_beta__short_mbar__R004__default,configs/experiments/alanine_transport/PII_to_beta/short_mbar.yaml
alanine_transport,PII_to_beta,short_mbar,R005,alanine_transport__PII_to_beta__short_mbar__R005__default,configs/experiments/alanine_transport/PII_to_beta/short_mbar.yaml
alanine_transport,PII_to_beta,metadynamics_if_used,R001,alanine_transport__PII_to_beta__metadynamics_if_used__R001__default,configs/experiments/alanine_transport/PII_to_beta/metadynamics_if_used.yaml
alanine_transport,PII_to_beta,metadynamics_if_used,R002,alanine_transport__PII_to_beta__metadynamics_if_used__R002__default,configs/experiments/alanine_transport/PII_to_beta/metadynamics_if_used.yaml
alanine_transport,PII_to_beta,metadynamics_if_used,R003,alanine_transport__PII_to_beta__metadynamics_if_used__R003__default,configs/experiments/alanine_transport/PII_to_beta/metadynamics_if_used.yaml
alanine_transport,PII_to_beta,metadynamics_if_used,R004,alanine_transport__PII_to_beta__metadynamics_if_used__R004__default,configs/experiments/alanine_transport/PII_to_beta/metadynamics_if_used.yaml
alanine_transport,PII_to_beta,metadynamics_if_used,R005,alanine_transport__PII_to_beta__metadynamics_if_used__R005__default,configs/experiments/alanine_transport/PII_to_beta/metadynamics_if_used.yaml
alanine_transport,unseen_basin_pairs,deterministic,R001,alanine_transport__unseen_basin_pairs__deterministic__R001__default,configs/experiments/alanine_transport/unseen_basin_pairs/deterministic.yaml
alanine_transport,unseen_basin_pairs,deterministic,R002,alanine_transport__unseen_basin_pairs__deterministic__R002__default,configs/experiments/alanine_transport/unseen_basin_pairs/deterministic.yaml
alanine_transport,unseen_basin_pairs,deterministic,R003,alanine_transport__unseen_basin_pairs__deterministic__R003__default,configs/experiments/alanine_transport/unseen_basin_pairs/deterministic.yaml
alanine_transport,unseen_basin_pairs,deterministic,R004,alanine_transport__unseen_basin_pairs__deterministic__R004__default,configs/experiments/alanine_transport/unseen_basin_pairs/deterministic.yaml
alanine_transport,unseen_basin_pairs,deterministic,R005,alanine_transport__unseen_basin_pairs__deterministic__R005__default,configs/experiments/alanine_transport/unseen_basin_pairs/deterministic.yaml
alanine_transport,unseen_basin_pairs,fixed_noise,R001,alanine_transport__unseen_basin_pairs__fixed_noise__R001__default,configs/experiments/alanine_transport/unseen_basin_pairs/fixed_noise.yaml
alanine_transport,unseen_basin_pairs,fixed_noise,R002,alanine_transport__unseen_basin_pairs__fixed_noise__R002__default,configs/experiments/alanine_transport/unseen_basin_pairs/fixed_noise.yaml
alanine_transport,unseen_basin_pairs,fixed_noise,R003,alanine_transport__unseen_basin_pairs__fixed_noise__R003__default,configs/experiments/alanine_transport/unseen_basin_pairs/fixed_noise.yaml
alanine_transport,unseen_basin_pairs,fixed_noise,R004,alanine_transport__unseen_basin_pairs__fixed_noise__R004__default,configs/experiments/alanine_transport/unseen_basin_pairs/fixed_noise.yaml
alanine_transport,unseen_basin_pairs,fixed_noise,R005,alanine_transport__unseen_basin_pairs__fixed_noise__R005__default,configs/experiments/alanine_transport/unseen_basin_pairs/fixed_noise.yaml
alanine_transport,unseen_basin_pairs,learned_isotropic,R001,alanine_transport__unseen_basin_pairs__learned_isotropic__R001__default,configs/experiments/alanine_transport/unseen_basin_pairs/learned_isotropic.yaml
alanine_transport,unseen_basin_pairs,learned_isotropic,R002,alanine_transport__unseen_basin_pairs__learned_isotropic__R002__default,configs/experiments/alanine_transport/unseen_basin_pairs/learned_isotropic.yaml
alanine_transport,unseen_basin_pairs,learned_isotropic,R003,alanine_transport__unseen_basin_pairs__learned_isotropic__R003__default,configs/experiments/alanine_transport/unseen_basin_pairs/learned_isotropic.yaml
alanine_transport,unseen_basin_pairs,learned_isotropic,R004,alanine_transport__unseen_basin_pairs__learned_isotropic__R004__default,configs/experiments/alanine_transport/unseen_basin_pairs/learned_isotropic.yaml
alanine_transport,unseen_basin_pairs,learned_isotropic,R005,alanine_transport__unseen_basin_pairs__learned_isotropic__R005__default,configs/experiments/alanine_transport/unseen_basin_pairs/learned_isotropic.yaml
alanine_transport,unseen_basin_pairs,pnedb,R001,alanine_transport__unseen_basin_pairs__pnedb__R001__default,configs/experiments/alanine_transport/unseen_basin_pairs/pnedb.yaml
alanine_transport,unseen_basin_pairs,pnedb,R002,alanine_transport__unseen_basin_pairs__pnedb__R002__default,configs/experiments/alanine_transport/unseen_basin_pairs/pnedb.yaml
alanine_transport,unseen_basin_pairs,pnedb,R003,alanine_transport__unseen_basin_pairs__pnedb__R003__default,configs/experiments/alanine_transport/unseen_basin_pairs/pnedb.yaml
alanine_transport,unseen_basin_pairs,pnedb,R004,alanine_transport__unseen_basin_pairs__pnedb__R004__default,configs/experiments/alanine_transport/unseen_basin_pairs/pnedb.yaml
alanine_transport,unseen_basin_pairs,pnedb,R005,alanine_transport__unseen_basin_pairs__pnedb__R005__default,configs/experiments/alanine_transport/unseen_basin_pairs/pnedb.yaml
alanine_transport,unseen_basin_pairs,short_remd_mbar,R001,alanine_transport__unseen_basin_pairs__short_remd_mbar__R001__default,configs/experiments/alanine_transport/unseen_basin_pairs/short_remd_mbar.yaml
alanine_transport,unseen_basin_pairs,short_remd_mbar,R002,alanine_transport__unseen_basin_pairs__short_remd_mbar__R002__default,configs/experiments/alanine_transport/unseen_basin_pairs/short_remd_mbar.yaml
alanine_transport,unseen_basin_pairs,short_remd_mbar,R003,alanine_transport__unseen_basin_pairs__short_remd_mbar__R003__default,configs/experiments/alanine_transport/unseen_basin_pairs/short_remd_mbar.yaml
alanine_transport,unseen_basin_pairs,short_remd_mbar,R004,alanine_transport__unseen_basin_pairs__short_remd_mbar__R004__default,configs/experiments/alanine_transport/unseen_basin_pairs/short_remd_mbar.yaml
alanine_transport,unseen_basin_pairs,short_remd_mbar,R005,alanine_transport__unseen_basin_pairs__short_remd_mbar__R005__default,configs/experiments/alanine_transport/unseen_basin_pairs/short_remd_mbar.yaml
alanine_transport,unseen_basin_pairs,short_mbar,R001,alanine_transport__unseen_basin_pairs__short_mbar__R001__default,configs/experiments/alanine_transport/unseen_basin_pairs/short_mbar.yaml
alanine_transport,unseen_basin_pairs,short_mbar,R002,alanine_transport__unseen_basin_pairs__short_mbar__R002__default,configs/experiments/alanine_transport/unseen_basin_pairs/short_mbar.yaml
alanine_transport,unseen_basin_pairs,short_mbar,R003,alanine_transport__unseen_basin_pairs__short_mbar__R003__default,configs/experiments/alanine_transport/unseen_basin_pairs/short_mbar.yaml
alanine_transport,unseen_basin_pairs,short_mbar,R004,alanine_transport__unseen_basin_pairs__short_mbar__R004__default,configs/experiments/alanine_transport/unseen_basin_pairs/short_mbar.yaml
alanine_transport,unseen_basin_pairs,short_mbar,R005,alanine_transport__unseen_basin_pairs__short_mbar__R005__default,configs/experiments/alanine_transport/unseen_basin_pairs/short_mbar.yaml
alanine_transport,unseen_basin_pairs,metadynamics_if_used,R001,alanine_transport__unseen_basin_pairs__metadynamics_if_used__R001__default,configs/experiments/alanine_transport/unseen_basin_pairs/metadynamics_if_used.yaml
alanine_transport,unseen_basin_pairs,metadynamics_if_used,R002,alanine_transport__unseen_basin_pairs__metadynamics_if_used__R002__default,configs/experiments/alanine_transport/unseen_basin_pairs/metadynamics_if_used.yaml
alanine_transport,unseen_basin_pairs,metadynamics_if_used,R003,alanine_transport__unseen_basin_pairs__metadynamics_if_used__R003__default,configs/experiments/alanine_transport/unseen_basin_pairs/metadynamics_if_used.yaml
alanine_transport,unseen_basin_pairs,metadynamics_if_used,R004,alanine_transport__unseen_basin_pairs__metadynamics_if_used__R004__default,configs/experiments/alanine_transport/unseen_basin_pairs/metadynamics_if_used.yaml
alanine_transport,unseen_basin_pairs,metadynamics_if_used,R005,alanine_transport__unseen_basin_pairs__metadynamics_if_used__R005__default,configs/experiments/alanine_transport/unseen_basin_pairs/metadynamics_if_used.yaml
alanine_transport,alphaR_to_PII,deterministic,R001,alanine_transport__alphaR_to_PII__deterministic__R001__default,configs/experiments/alanine_transport/alphaR_to_PII/deterministic.yaml
alanine_transport,alphaR_to_PII,deterministic,R002,alanine_transport__alphaR_to_PII__deterministic__R002__default,configs/experiments/alanine_transport/alphaR_to_PII/deterministic.yaml
alanine_transport,alphaR_to_PII,deterministic,R003,alanine_transport__alphaR_to_PII__deterministic__R003__default,configs/experiments/alanine_transport/alphaR_to_PII/deterministic.yaml
alanine_transport,alphaR_to_PII,deterministic,R004,alanine_transport__alphaR_to_PII__deterministic__R004__default,configs/experiments/alanine_transport/alphaR_to_PII/deterministic.yaml
alanine_transport,alphaR_to_PII,deterministic,R005,alanine_transport__alphaR_to_PII__deterministic__R005__default,configs/experiments/alanine_transport/alphaR_to_PII/deterministic.yaml
alanine_transport,alphaR_to_PII,fixed_noise,R001,alanine_transport__alphaR_to_PII__fixed_noise__R001__default,configs/experiments/alanine_transport/alphaR_to_PII/fixed_noise.yaml
alanine_transport,alphaR_to_PII,fixed_noise,R002,alanine_transport__alphaR_to_PII__fixed_noise__R002__default,configs/experiments/alanine_transport/alphaR_to_PII/fixed_noise.yaml
alanine_transport,alphaR_to_PII,fixed_noise,R003,alanine_transport__alphaR_to_PII__fixed_noise__R003__default,configs/experiments/alanine_transport/alphaR_to_PII/fixed_noise.yaml
alanine_transport,alphaR_to_PII,fixed_noise,R004,alanine_transport__alphaR_to_PII__fixed_noise__R004__default,configs/experiments/alanine_transport/alphaR_to_PII/fixed_noise.yaml
alanine_transport,alphaR_to_PII,fixed_noise,R005,alanine_transport__alphaR_to_PII__fixed_noise__R005__default,configs/experiments/alanine_transport/alphaR_to_PII/fixed_noise.yaml
alanine_transport,alphaR_to_PII,learned_isotropic,R001,alanine_transport__alphaR_to_PII__learned_isotropic__R001__default,configs/experiments/alanine_transport/alphaR_to_PII/learned_isotropic.yaml
alanine_transport,alphaR_to_PII,learned_isotropic,R002,alanine_transport__alphaR_to_PII__learned_isotropic__R002__default,configs/experiments/alanine_transport/alphaR_to_PII/learned_isotropic.yaml
alanine_transport,alphaR_to_PII,learned_isotropic,R003,alanine_transport__alphaR_to_PII__learned_isotropic__R003__default,configs/experiments/alanine_transport/alphaR_to_PII/learned_isotropic.yaml
alanine_transport,alphaR_to_PII,learned_isotropic,R004,alanine_transport__alphaR_to_PII__learned_isotropic__R004__default,configs/experiments/alanine_transport/alphaR_to_PII/learned_isotropic.yaml
alanine_transport,alphaR_to_PII,learned_isotropic,R005,alanine_transport__alphaR_to_PII__learned_isotropic__R005__default,configs/experiments/alanine_transport/alphaR_to_PII/learned_isotropic.yaml
alanine_transport,alphaR_to_PII,pnedb,R001,alanine_transport__alphaR_to_PII__pnedb__R001__default,configs/experiments/alanine_transport/alphaR_to_PII/pnedb.yaml
alanine_transport,alphaR_to_PII,pnedb,R002,alanine_transport__alphaR_to_PII__pnedb__R002__default,configs/experiments/alanine_transport/alphaR_to_PII/pnedb.yaml
alanine_transport,alphaR_to_PII,pnedb,R003,alanine_transport__alphaR_to_PII__pnedb__R003__default,configs/experiments/alanine_transport/alphaR_to_PII/pnedb.yaml
alanine_transport,alphaR_to_PII,pnedb,R004,alanine_transport__alphaR_to_PII__pnedb__R004__default,configs/experiments/alanine_transport/alphaR_to_PII/pnedb.yaml
alanine_transport,alphaR_to_PII,pnedb,R005,alanine_transport__alphaR_to_PII__pnedb__R005__default,configs/experiments/alanine_transport/alphaR_to_PII/pnedb.yaml
alanine_transport,alphaR_to_PII,short_remd_mbar,R001,alanine_transport__alphaR_to_PII__short_remd_mbar__R001__default,configs/experiments/alanine_transport/alphaR_to_PII/short_remd_mbar.yaml
alanine_transport,alphaR_to_PII,short_remd_mbar,R002,alanine_transport__alphaR_to_PII__short_remd_mbar__R002__default,configs/experiments/alanine_transport/alphaR_to_PII/short_remd_mbar.yaml
alanine_transport,alphaR_to_PII,short_remd_mbar,R003,alanine_transport__alphaR_to_PII__short_remd_mbar__R003__default,configs/experiments/alanine_transport/alphaR_to_PII/short_remd_mbar.yaml
alanine_transport,alphaR_to_PII,short_remd_mbar,R004,alanine_transport__alphaR_to_PII__short_remd_mbar__R004__default,configs/experiments/alanine_transport/alphaR_to_PII/short_remd_mbar.yaml
alanine_transport,alphaR_to_PII,short_remd_mbar,R005,alanine_transport__alphaR_to_PII__short_remd_mbar__R005__default,configs/experiments/alanine_transport/alphaR_to_PII/short_remd_mbar.yaml
alanine_transport,alphaR_to_PII,short_mbar,R001,alanine_transport__alphaR_to_PII__short_mbar__R001__default,configs/experiments/alanine_transport/alphaR_to_PII/short_mbar.yaml
alanine_transport,alphaR_to_PII,short_mbar,R002,alanine_transport__alphaR_to_PII__short_mbar__R002__default,configs/experiments/alanine_transport/alphaR_to_PII/short_mbar.yaml
alanine_transport,alphaR_to_PII,short_mbar,R003,alanine_transport__alphaR_to_PII__short_mbar__R003__default,configs/experiments/alanine_transport/alphaR_to_PII/short_mbar.yaml
alanine_transport,alphaR_to_PII,short_mbar,R004,alanine_transport__alphaR_to_PII__short_mbar__R004__default,configs/experiments/alanine_transport/alphaR_to_PII/short_mbar.yaml
alanine_transport,alphaR_to_PII,short_mbar,R005,alanine_transport__alphaR_to_PII__short_mbar__R005__default,configs/experiments/alanine_transport/alphaR_to_PII/short_mbar.yaml
alanine_transport,alphaR_to_PII,metadynamics_if_used,R001,alanine_transport__alphaR_to_PII__metadynamics_if_used__R001__default,configs/experiments/alanine_transport/alphaR_to_PII/metadynamics_if_used.yaml
alanine_transport,alphaR_to_PII,metadynamics_if_used,R002,alanine_transport__alphaR_to_PII__metadynamics_if_used__R002__default,configs/experiments/alanine_transport/alphaR_to_PII/metadynamics_if_used.yaml
alanine_transport,alphaR_to_PII,metadynamics_if_used,R003,alanine_transport__alphaR_to_PII__metadynamics_if_used__R003__default,configs/experiments/alanine_transport/alphaR_to_PII/metadynamics_if_used.yaml
alanine_transport,alphaR_to_PII,metadynamics_if_used,R004,alanine_transport__alphaR_to_PII__metadynamics_if_used__R004__default,configs/experiments/alanine_transport/alphaR_to_PII/metadynamics_if_used.yaml
alanine_transport,alphaR_to_PII,metadynamics_if_used,R005,alanine_transport__alphaR_to_PII__metadynamics_if_used__R005__default,configs/experiments/alanine_transport/alphaR_to_PII/metadynamics_if_used.yaml
alanine_transport,PII_to_alphaR,deterministic,R001,alanine_transport__PII_to_alphaR__deterministic__R001__default,configs/experiments/alanine_transport/PII_to_alphaR/deterministic.yaml
alanine_transport,PII_to_alphaR,deterministic,R002,alanine_transport__PII_to_alphaR__deterministic__R002__default,configs/experiments/alanine_transport/PII_to_alphaR/deterministic.yaml
alanine_transport,PII_to_alphaR,deterministic,R003,alanine_transport__PII_to_alphaR__deterministic__R003__default,configs/experiments/alanine_transport/PII_to_alphaR/deterministic.yaml
alanine_transport,PII_to_alphaR,deterministic,R004,alanine_transport__PII_to_alphaR__deterministic__R004__default,configs/experiments/alanine_transport/PII_to_alphaR/deterministic.yaml
alanine_transport,PII_to_alphaR,deterministic,R005,alanine_transport__PII_to_alphaR__deterministic__R005__default,configs/experiments/alanine_transport/PII_to_alphaR/deterministic.yaml
alanine_transport,PII_to_alphaR,fixed_noise,R001,alanine_transport__PII_to_alphaR__fixed_noise__R001__default,configs/experiments/alanine_transport/PII_to_alphaR/fixed_noise.yaml
alanine_transport,PII_to_alphaR,fixed_noise,R002,alanine_transport__PII_to_alphaR__fixed_noise__R002__default,configs/experiments/alanine_transport/PII_to_alphaR/fixed_noise.yaml
alanine_transport,PII_to_alphaR,fixed_noise,R003,alanine_transport__PII_to_alphaR__fixed_noise__R003__default,configs/experiments/alanine_transport/PII_to_alphaR/fixed_noise.yaml
alanine_transport,PII_to_alphaR,fixed_noise,R004,alanine_transport__PII_to_alphaR__fixed_noise__R004__default,configs/experiments/alanine_transport/PII_to_alphaR/fixed_noise.yaml
alanine_transport,PII_to_alphaR,fixed_noise,R005,alanine_transport__PII_to_alphaR__fixed_noise__R005__default,configs/experiments/alanine_transport/PII_to_alphaR/fixed_noise.yaml
alanine_transport,PII_to_alphaR,learned_isotropic,R001,alanine_transport__PII_to_alphaR__learned_isotropic__R001__default,configs/experiments/alanine_transport/PII_to_alphaR/learned_isotropic.yaml
alanine_transport,PII_to_alphaR,learned_isotropic,R002,alanine_transport__PII_to_alphaR__learned_isotropic__R002__default,configs/experiments/alanine_transport/PII_to_alphaR/learned_isotropic.yaml
alanine_transport,PII_to_alphaR,learned_isotropic,R003,alanine_transport__PII_to_alphaR__learned_isotropic__R003__default,configs/experiments/alanine_transport/PII_to_alphaR/learned_isotropic.yaml
alanine_transport,PII_to_alphaR,learned_isotropic,R004,alanine_transport__PII_to_alphaR__learned_isotropic__R004__default,configs/experiments/alanine_transport/PII_to_alphaR/learned_isotropic.yaml
alanine_transport,PII_to_alphaR,learned_isotropic,R005,alanine_transport__PII_to_alphaR__learned_isotropic__R005__default,configs/experiments/alanine_transport/PII_to_alphaR/learned_isotropic.yaml
alanine_transport,PII_to_alphaR,pnedb,R001,alanine_transport__PII_to_alphaR__pnedb__R001__default,configs/experiments/alanine_transport/PII_to_alphaR/pnedb.yaml
alanine_transport,PII_to_alphaR,pnedb,R002,alanine_transport__PII_to_alphaR__pnedb__R002__default,configs/experiments/alanine_transport/PII_to_alphaR/pnedb.yaml
alanine_transport,PII_to_alphaR,pnedb,R003,alanine_transport__PII_to_alphaR__pnedb__R003__default,configs/experiments/alanine_transport/PII_to_alphaR/pnedb.yaml
alanine_transport,PII_to_alphaR,pnedb,R004,alanine_transport__PII_to_alphaR__pnedb__R004__default,configs/experiments/alanine_transport/PII_to_alphaR/pnedb.yaml
alanine_transport,PII_to_alphaR,pnedb,R005,alanine_transport__PII_to_alphaR__pnedb__R005__default,configs/experiments/alanine_transport/PII_to_alphaR/pnedb.yaml
alanine_transport,PII_to_alphaR,short_remd_mbar,R001,alanine_transport__PII_to_alphaR__short_remd_mbar__R001__default,configs/experiments/alanine_transport/PII_to_alphaR/short_remd_mbar.yaml
alanine_transport,PII_to_alphaR,short_remd_mbar,R002,alanine_transport__PII_to_alphaR__short_remd_mbar__R002__default,configs/experiments/alanine_transport/PII_to_alphaR/short_remd_mbar.yaml
alanine_transport,PII_to_alphaR,short_remd_mbar,R003,alanine_transport__PII_to_alphaR__short_remd_mbar__R003__default,configs/experiments/alanine_transport/PII_to_alphaR/short_remd_mbar.yaml
alanine_transport,PII_to_alphaR,short_remd_mbar,R004,alanine_transport__PII_to_alphaR__short_remd_mbar__R004__default,configs/experiments/alanine_transport/PII_to_alphaR/short_remd_mbar.yaml
